Employee_id,First_Name,Last_Name,Age,Gender,Date_of_Birth,Date_Joined,Date_Resigned,Department,Salary,Performance_level
841,Mark,Griffith,56,Female,1968-05-01,2021-09-08,2027-11-02,Sales,117794,Needs Improvement
842,Matthew,Jerome,55,Male,1969-05-09,2019-06-04,2027-07-06,Engineering,110253,Needs Improvement
843,Brian,Preston,42,Male,1982-06-19,2021-08-05,2027-03-03,Finance,9674,Needs Improvement
844,Bailey,Gomez,38,Female,1986-07-15,2021-01-10,2026-02-10,Customer Service,7741,Below
845,Edward,Nichols,39,Female,1985-06-08,2020-03-09,2026-10-02,Sales,86944,Below
846,Tyler,Wood,42,Male,1982-03-26,2022-03-05,2027-01-05,Finance,170862,Outstanding
847,Dennis,Wilson,27,Female,1997-04-08,2023-02-11,2027-12-09,Finance,172848,Below
848,Wanda,Lee,57,Male,1976-03-25,2022-11-01,2026-07-11,Engineering,16609,Outstanding
849,Valerie,Reed,66,Male,1958-04-02,2019-01-09,2027-10-01,IT,198369,Below
850,David,Ruiz,37,Male,1987-03-07,2023-03-06,2026-08-01,Marketing,102282,Exceeds
851,Cody,Brandy,27,Male,1997-01-17,2021-01-12,2025-03-01,Finance,6354,Meets
852,Jennifer,Murray,64,Female,1960-09-14,2018-12-05,2025-04-15,Engineering,66292,Needs Improvement
853,Mary,Brown,40,Female,1984-10-31,2020-05-03,2027-06-11,Finance,189274,Exceeds
854,Robert,Kane,51,Female,1973-01-16,2020-04-05,2027-09-06,Operations,125474,Exceeds
855,Amanda,Floyd,59,Female,1965-06-24,2020-01-05,2025-10-05,Marketing,85590,Meets
856,Kayla,Oneal,38,Male,1986-10-01,2019-08-02,2027-02-05,Sales,188896,Needs Improvement
857,Veronica,Reid,45,Male,1979-08-30,2023-01-07,2026-07-10,Marketing,110103,Meets
858,Lauren,Alexander,31,Female,1993-04-03,2021-05-06,2026-12-03,Operations,62817,Below
859,Henry,Thomas,40,Female,1984-07-04,2021-11-11,2027-12-10,Finance,6936,Exceeds
860,Gerald,Hall,18,Female,2006-03-01,2023-06-10,2027-08-12,Engineering,187403,Below
861,Emily,Sullivan,66,Female,1958-12-04,2021-05-10,2027-08-05,Sales,120465,Outstanding
862,Scott,Beasley,37,Male,1987-05-20,2021-06-01,2026-06-10,IT,59074,Exceeds
863,Edward,West,32,Male,1992-10-15,2019-01-08,2026-04-12,Sales,171948,Outstanding
864,Carol,Becker,52,Female,1972-03-04,2021-06-08,2027-07-06,HR,69929,Needs Improvement
865,Kyle,Joseph,65,Male,1959-06-11,2022-06-01,2027-12-09,HR,122203,Needs Improvement
866,Elizabeth,Sherman,36,Female,1988-09-07,2023-02-09,2027-08-02,IT,8319,Outstanding
867,Stacy,Hancock,50,Male,1974-04-21,2021-04-07,2027-08-05,Engineering,169379,Outstanding
868,Mary,Guzman,37,Male,1987-03-22,2023-05-09,2026-01-07,HR,140764,Exceeds
869,Nicole,Castillo,62,Female,1962-12-19,2021-12-07,2027-01-08,Customer Service,69028,Meets
870,Sheryl,Mason,55,Female,1969-07-12,2019-03-04,2025-09-09,HR,192889,Outstanding
871,Christopher,Hicks,22,Female,2002-08-21,2021-01-08,2026-01-02,HR,165577,Needs Improvement
872,Debra,Debbie,21,Male,2003-08-10,2020-07-09,2027-06-08,IT,161844,Outstanding
873,Larry,Tate,29,Male,1995-12-17,2022-01-08,2026-05-12,Operations,109126,Exceeds
874,Michael,Murphy,35,Female,1989-03-07,2020-08-02,2027-10-09,Operations,145551,Needs Improvement
875,Danny,Valdez,43,Male,1981-09-09,2023-05-06,2027-09-11,Customer Service,57001,Meets
876,John,Gonzales,47,Female,1977-04-19,2022-07-07,2027-08-02,Sales,40986,Meets
877,Barbara,Payne,27,Female,1997-01-21,2020-02-03,2027-03-12,Marketing,150545,Outstanding
878,Thomas,Lopez,32,Female,1992-08-28,2020-04-08,2026-12-09,Engineering,108652,Exceeds
879,Natalie,Obrien,24,Female,2000-10-19,2022-06-01,2027-02-04,Marketing,115419,Exceeds
880,Thomas,Meyer,52,Male,1972-01-28,2023-04-08,2025-08-02,Marketing,128684,Below
881,Jamie,Smith,51,Female,1973-04-22,2021-05-05,2025-07-09,Engineering,45403,Outstanding
882,Daniel,Hunter,47,Male,1977-04-08,2021-05-05,2025-08-09,Marketing,92762,Outstanding
883,Nathan,Davis,58,Male,1966-04-06,2023-09-02,2025-08-08,HR,93551,Exceeds
884,Danielle,Boyer,53,Female,1971-10-28,2019-03-06,2027-12-11,Engineering,174210,Needs Improvement
885,Jennifer,Thomas,37,Male,1987-10-27,2023-09-04,2026-08-10,Marketing,76087,Meets
886,Ian,Murphy,28,Female,1996-11-16,2022-07-10,2027-03-09,HR,176046,Exceeds
887,Danielle,Sweeney,65,Female,1959-07-20,2020-02-01,2025-07-01,Finance,10090,Outstanding
888,Melissa,Miller,30,Female,1994-02-18,2020-02-08,2026-07-12,Customer Service,179236,Below
889,Robert,Long,51,Female,1973-10-12,2023-02-06,2027-07-01,Customer Service,105986,Meets
890,Charles,Bond,21,Female,2003-05-25,2023-02-09,2025-04-02,Operations,33033,Outstanding
891,Brooke,Kim,69,Female,1955-10-24,2020-04-03,2027-06-07,HR,145472,Meets
892,Reginald,Hill,36,Female,1988-02-17,2018-03-03,2026-01-04,Customer Service,82486,Outstanding
893,Ray,Soto,24,Male,2000-04-08,2023-09-03,2025-05-25,Operations,196222,Needs Improvement
894,Sandra,Aguilar,31,Male,1993-05-02,2022-01-01,2027-09-11,Customer Service,68537,Needs Improvement
895,Tonya,Combs,42,Male,1982-05-02,2021-07-05,2025-02-10,Finance,134830,Needs Improvement
896,Brianna,Owen,35,Female,1989-03-01,2023-07-10,2026-01-05,HR,183812,Below
897,Charles,Hayden,62,Female,1962-09-29,2023-01-10,2027-08-09,Sales,191631,Needs Improvement
898,Eric,Johnson,43,Male,1981-05-12,2022-01-12,2025-08-04,Engineering,188894,Meets
899,Zachary,Guzman,55,Female,1969-12-14,2022-09-12,2027-07-12,HR,90802,Needs Improvement
900,Kimberly,Martin,33,Female,1991-06-05,2019-02-12,2025-03-06,Sales,122140,Exceeds
901,Monica,Watkins,61,Female,1963-12-12,2022-08-02,2027-07-10,Marketing,63769,Needs Improvement
902,Michelle,Cain,67,Female,1957-09-22,2020-01-04,2025-11-02,Finance,114256,Outstanding
903,Spencer,Miller,49,Male,1975-01-23,2022-09-04,2027-10-05,Operations,8367,Exceeds
904,Joseph,Evans,39,Male,1985-07-06,2019-01-05,2027-09-06,Customer Service,124520,Needs Improvement
905,Robert,Kim,51,Male,1973-11-13,2023-09-02,2025-01-04,Operations,156278,Needs Improvement
906,Russell,Gardner,31,Male,1993-03-18,2020-02-07,2026-07-07,Finance,83969,Meets
907,Duane,Cameron,20,Male,2004-07-20,2021-04-03,2025-07-11,IT,192164,Needs Improvement
908,Julie,Mitchell,24,Male,2000-09-13,2021-02-11,2026-02-09,IT,147923,Needs Improvement
909,Kyle,Lawson,23,Male,2001-05-05,2023-09-12,2028-06-02,IT,164942,Meets
910,James,Clark,64,Male,1960-09-18,2019-02-12,2026-01-09,Sales,123998,Below
911,Tiffany,Walton,47,Female,1977-05-21,2021-11-10,2027-06-05,Sales,43827,Exceeds
912,Taylor,Young,34,Male,1990-04-05,2021-01-01,2027-02-10,Marketing,160713,Meets
913,Tom,Cox,25,Female,1999-04-30,2020-08-04,2027-01-10,HR,159765,Meets
914,Richard,Baker,33,Female,1991-09-11,2020-09-01,2025-08-02,Marketing,95950,Meets
915,Brenda,Burke,57,Female,1967-03-25,2019-08-09,2027-05-11,HR,68245,Needs Improvement
916,Nicholas,Williamson,43,Female,1981-09-11,2018-06-01,2028-10-15,Marketing,95805,Exceeds
917,Craig,Johnson,61,Male,1963-10-25,2023-01-01,2026-11-04,Customer Service,14545,Meets
918,Devin,Smith,66,Female,1958-11-08,2020-09-07,2027-08-03,HR,104415,Below
919,Michael,Brooks,70,Male,1954-07-22,2020-11-03,2027-12-08,Customer Service,170047,Exceeds
920,Noah,Ward,31,Male,1993-10-27,2022-04-06,2026-04-02,Engineering,155888,Meets
921,Elizabeth,Diaz,70,Male,1954-10-27,2023-02-02,2027-02-07,IT,118632,Meets
922,Marcus,Young,27,Male,1997-10-27,2022-03-08,2027-09-03,Finance,9066,Needs Improvement
923,Ricky,Espinoza,39,Female,1985-09-17,2022-03-05,2025-03-08,HR,8915,Below
924,Marilyn,Pittman,21,Male,2003-08-27,2020-05-07,2025-01-06,Engineering,172493,Meets
925,Rachel,Wallace,18,Male,2006-06-17,2021-02-08,2027-10-12,Customer Service,48562,Below
926,Manuel,Winters,40,Male,1984-10-27,2021-01-12,2025-08-03,Marketing,96953,Exceeds
927,Kelsey,Stephenson,40,Female,1984-07-10,2020-02-03,2028-06-12,Finance,78024,Meets
928,Rebecca,Stevens,34,Female,1990-02-10,2021-01-05,2025-03-10,HR,96634,Below
929,Joy,Myers,66,Male,1958-07-30,2023-03-03,2028-10-12,HR,40405,Outstanding
930,Hannah,Lopez,68,Female,1956-06-28,2020-08-09,2025-07-01,Finance,134510,Meets
931,Christian,Short,64,Male,1960-08-19,2023-02-11,2028-07-05,Sales,175052,Exceeds
932,Christopher,Davidson,55,Female,1969-07-17,2023-07-07,2027-01-09,Finance,99446,Outstanding
933,Stephen,Lewis,62,Male,1962-05-16,2020-01-08,2027-02-11,HR,192511,Needs Improvement
934,Robert,Brown,34,Male,1990-09-10,2023-01-05,2025-03-09,Customer Service,133211,Exceeds
935,Anthony,Doyle,30,Female,1994-01-25,2020-02-09,2027-09-04,Customer Service,147658,Outstanding
936,Nathan,Duncan,70,Male,1954-09-27,2023-03-01,2028-06-03,HR,166079,Meets
937,Michael,Daniel,36,Male,1988-07-15,2022-08-04,2025-04-09,Sales,12607,Needs Improvement
938,Leah,Miller,64,Male,1960-07-26,2020-09-12,2027-03-08,HR,121412,Below
939,James,Grant,70,Female,1954-08-16,2020-03-10,2027-01-02,Marketing,15840,Meets
940,Bernard,Hart,38,Male,1986-12-30,2021-07-09,2026-03-03,IT,93304,Exceeds
941,Hannah,Ayala,26,Male,1998-05-17,2021-02-08,2026-02-28,Engineering,152808,Exceeds
942,Samuel,Kane,37,Male,1987-03-21,2019-04-11,2028-01-13,Finance,136842,Outstanding
943,Julie,Owens,40,Female,1984-09-11,2020-01-04,2027-01-12,Operations,120433,Below
944,Glenn,Lopez,57,Male,1967-09-18,2020-10-12,2028-05-05,Operations,116198,Below
945,James,Caldwell,65,Female,1959-04-23,2017-07-08,2025-12-14,Operations,60949,Exceeds
946,Angela,Williams,63,Female,1961-06-18,2022-01-05,2027-02-03,HR,94784,Outstanding
947,Richard,Willis,52,Male,1972-05-19,2020-07-04,2026-11-06,Sales,109349,Outstanding
948,Andrea,Perry,69,Male,1955-04-27,2021-09-04,2025-07-01,Engineering,42454,Below
949,Jessica,Perez,49,Male,1975-12-28,2021-12-10,2025-09-01,Marketing,180118,Outstanding
950,Megan,Watson,47,Female,1977-11-18,2023-07-02,2028-07-09,IT,181646,Exceeds
951,Tracy,Zamora,35,Male,1989-05-17,2020-08-12,2026-03-02,Marketing,195041,Meets
952,James,Young,62,Female,1962-03-19,2023-01-11,2026-01-08,Sales,192546,Needs Improvement
953,Brian,Reeves,38,Female,1986-09-13,2022-12-08,2028-07-10,Operations,72971,Meets
954,Denise,Ray,39,Male,1985-11-19,2020-02-02,2028-03-12,Sales,97677,Below
955,Heather,Harrell,32,Female,1992-12-17,2020-03-12,2027-03-07,Sales,91527,Outstanding
956,Anthony,Vargas,30,Female,1994-04-16,2021-09-02,2026-06-03,Customer Service,69422,Meets
957,Mark,Jones,18,Female,2006-05-27,2023-11-11,2027-05-07,Engineering,53247,Exceeds
958,Kenneth,Gregory,25,Male,1999-10-10,2022-06-06,2027-03-06,HR,13047,Meets
959,Stanley,Jackson,68,Male,1956-09-14,2020-01-04,2027-02-03,HR,100001,Meets
960,Robertson,Ramos,24,Male,2000-07-20,2021-09-06,2027-12-01,IT,182621,Meets
961,Deborah,Price,57,Female,1967-05-11,2022-09-09,2026-01-07,IT,112564,Below
962,Kathy,Fisher,69,Female,1955-03-18,2021-05-10,2027-01-03,Finance,74638,Outstanding
963,Bethany,Edwards,35,Female,1989-01-10,2022-02-12,2028-07-05,Sales,92191,Below
964,Barbara,Curry,40,Male,1984-03-18,2021-02-08,2027-07-09,Customer Service,85719,Exceeds
965,Zachary,Moore,61,Female,1963-07-16,2021-10-01,2025-01-10,Marketing,123617,Meets
966,William,Caldwell,65,Male,1959-05-18,2022-01-12,2028-04-02,Engineering,131800,Meets
967,Susan,Wyatt,39,Female,1985-07-27,2020-02-06,2026-02-11,Customer Service,113330,Exceeds
968,Kelly,Rodriguez,51,Male,1973-10-11,2021-04-09,2027-02-10,Finance,90407,Outstanding
969,Allison,Ruiz,47,Female,1977-12-18,2021-06-06,2027-05-06,HR,119627,Needs Improvement
970,Rebecca,Beard,39,Female,1985-02-09,2020-02-10,2028-04-12,Operations,11288,Outstanding
971,Julia,Lawson,22,Female,2002-08-04,2022-08-09,2028-01-05,Customer Service,157222,Needs Improvement
972,Jennifer,Williams,18,Male,2006-10-19,2020-12-10,2025-07-28,IT,156997,Below
973,Mendez,Alvarez,53,Female,1971-04-04,2022-03-09,2028-04-08,Marketing,15858,Below
974,Connie,Dixon,34,Female,1990-04-14,2023-04-02,2025-08-07,Sales,56210,Outstanding
975,Frank,Chen,27,Female,1997-07-23,2020-04-12,2028-04-01,IT,128220,Outstanding
976,Theresa,Cruz,20,Female,2004-04-15,2020-02-03,2025-02-11,Sales,59811,Outstanding
977,Kathleen,Cooper,63,Female,1961-04-21,2021-09-09,2027-05-02,Engineering,91643,Meets
978,Michael,Shannon,27,Female,1997-08-11,2023-02-08,2027-07-08,Sales,83161,Exceeds
979,Erica,Hobbs,19,Female,2005-01-09,2020-09-07,2028-10-06,Operations,109432,Outstanding
980,Dominic,Owens,31,Female,1993-08-27,2022-05-10,2026-01-01,Sales,11156,Outstanding
981,Keith,Stephens,42,Male,1982-03-18,2023-08-04,2026-05-08,Marketing,192423,Needs Improvement
982,Kimberly,Mcdonald,44,Female,1980-08-15,2021-03-03,2027-06-03,IT,71911,Below
983,Marisa,Sanders,53,Male,1971-04-20,2023-05-02,2028-03-02,Engineering,14649,Outstanding
984,Tiffany,Hanson,45,Male,1979-06-08,2022-08-06,2027-12-02,IT,48494,Exceeds
985,Max,Campbell,32,Male,1992-12-30,2020-03-02,2025-05-09,Customer Service,14565,Outstanding
986,Thomas,Mendez,55,Female,1969-06-16,2022-03-12,2027-09-12,Sales,144853,Exceeds
987,Jennifer,Friedman,24,Male,2000-09-22,2022-12-06,2026-03-02,HR,40850,Below
988,Sullivan,Morgan,27,Female,1997-01-07,2020-01-01,2025-02-05,Sales,195930,Meets
989,Ethan,Pitts,48,Male,1976-12-14,2023-05-03,2027-10-11,HR,190247,Outstanding
990,Lisa,Lynch,31,Female,1993-09-11,2022-06-07,2027-01-01,Engineering,163636,Meets
991,Elizabeth,Michael,68,Male,1956-03-31,2022-01-08,2025-02-05,Engineering,157486,Needs Improvement
992,Henry,Berry,52,Female,1972-08-16,2019-07-11,2027-04-09,IT,42710,Needs Improvement
993,Alan,Dunn,45,Female,1979-11-10,2023-04-05,2028-03-07,Sales,133615,Exceeds
994,Ralph,Perry,44,Male,1980-01-11,2023-10-11,2028-12-13,Customer Service,158779,Below
995,Jim,Mendoza,30,Female,1994-12-20,2023-02-05,2027-01-10,Finance,32691,Below
996,Heather,Salazar,66,Male,1958-09-03,2022-05-03,2028-02-04,IT,108230,Outstanding
997,Matthew,Lowery,48,Female,1976-04-24,2022-04-12,2027-03-03,Finance,5777,Meets
998,Martin,Danny,63,Male,1961-05-21,2020-01-08,2027-08-09,IT,110772,Needs Improvement
999,Shelby,Mata,19,Male,2005-11-23,2020-05-08,2027-04-09,IT,164747,Exceeds
1000,Vincent,Lambert,48,Female,1950-04-02,2021-02-10,2026-02-12,HR,53803,Exceeds
